ID,Title,Type,Module,Wave/Epic,Priority,Status,Created,Last Updated,Finished,Owner,Notes
ALT-285,Extension Phase 2 — edit-in-place mini-CRM (recorded identically to web),Feature,Extension,Chrome extension,P2,Blocked,2026-06-22,2026-06-21,,Claude,"BLOCKED on ALT-152. Edit/status/log-call from the LinkedIn side panel; every write routes through the SAME data-layer recipe as the web app (UPSERT contact_project_status + append interaction status_change/call + re-derive linkedin_clean + optional lead_activity + in_app_notification + notify email), stamping created_by/updated_by as user_id-as-text, wrapped in a SECURITY-INVOKER RPC for atomicity. Verifier found the blocker spans THREE owner-only write gates (contact_master + contact_project_status + interaction-on-contact) — ALT-152 must align all three. Do NOT ship before ALT-152 is validated with a real non-admin agent login. NEVER embed the service-role key in the extension."
ALT-286,SECURITY: rotate leaked secrets in the old extensions (Firebase apiKey + LLM keys),Security,Security,Chrome extension,P1,Planned,2026-06-22,2026-06-21,,Ankit,"From 01-CURRENT-STATE-ANALYSIS.md: the old extensions ship a hardcoded Firebase apiKey (shared across all 3 apps) plus DO Gradient / Groq / Gemini / OpenRouter LLM API keys in client code — treat as COMPROMISED and rotate/disable. The rebuild drops all of them (no Firebase, no AI), but the existing keys are exposed in the shipped/old code and should be revoked."
ALT-287,CRM: fix deriveLinkedinClean() to lowercase + one-time backfill of linkedin_clean,Bug,Contacts,Chrome extension,P1,Planned,2026-06-22,2026-06-21,,Claude,"CRM-side prerequisite for reliable LinkedIn matching. deriveLinkedinClean() (web src/data/contacts.ts) does NOT lowercase, but the migration stored linkedin_clean = lower(...); find_contact_dup does an exact = match, so app-written rows with mixed-case slugs silently MISS. Fix: lowercase (+ trim query/fragment + first path segment after /in/) in deriveLinkedinClean, and a one-time backfill to lowercase existing linkedin_clean. See CRM-HANDOFF-FOR-CRM-OPUS.md TODO-1."
ALT-288,"EPIC: Reassign / change owner across lead/company/contact/meeting (internal + sales, single + bulk)",Docs,Access/Ownership,Wave 2,P1,In Progress,2026-06-22,2026-06-21,,Ankit,"ANKIT 2026-06-22 (Tier-1 UX gap #1): today there is NO UI to reassign / change the owner of a lead, company, contact or meeting — internal OR sales side. Only wishlist has assignment (assignWishlist + AssignModal); leads only have a request-to-claim approval flow. This is the owner-named gap. Ships WITH the ALT-152 assignment write-model (you can only edit what you own, so reassignment is ALSO how a record becomes editable). Children: ALT-289 (lead+meeting — buildable now, clear assignment col lead_report.user_id), ALT-290 (company+contact — needs ownership-model decision), ALT-291 (bulk toolbar). Sales-side reassignment = existing ALT-171/235. Design pass = workflow wa2g8qboi. See HIGH-IMPACT-UX-GAPS.md."
ALT-289,Reassign lead + meeting owner (lead_report.user_id) — detail action + staged RLS,Feature,Access/Ownership,Wave 2,P1,Done,2026-06-22,2026-06-21,2026-06-22,Ankit,"Phase A of ALT-288 — SHIPPED (UI + data + STAGED RLS). ""Change salesperson"" button on Lead detail (stepper action row) + Meeting detail (header actions), gated by useAuth().canReassign (admin/TL/SH). New components/common/ReassignModal.tsx (generic single-owner picker on ModalShell) + data/assignment.ts (reassignLead / reassignMeeting / reassignLeadsBulk / fetchAssignableUsers) modeled on assignWishlist — writes lead_report.user_id, fires lead_reassigned email + in-app notify to the new owner. LeadDetail now exposes salesperson_user_id/name. Meeting reassign resolves the lead via meeting_schedule?lead_report and reassigns it (no cascade beyond, OD-5). RLS = new-code/migration/apply-assignment-rls.cjs (assigned_to() + meeting_lead_id() helpers; lead_master UPDATE gains an assignment OR-term = the ALT-152 fix; lead_report RESTRICTIVE UPDATE guard so only assignee self-edits / managers reassign; company/contact *_project_status gain owner_user_id term). STAGED + reversible (--rollback); NOT applied — prod apply gated on throwaway-login validation. Build green. Client code is harmless pre-RLS."
ALT-290,Reassign company + contact owner (per-project owner_user_id),Feature,Access/Ownership,Wave 2,P1,Done,2026-06-22,2026-06-21,2026-06-22,Ankit,"Phase B of ALT-288 — SHIPPED. DECISION CONFIRMED by Ankit 2026-06-22: per-project owner, and the column ALREADY EXISTS (company_project_status.owner_user_id / contact_project_status.owner_user_id) — NO schema add, it was just dormant (never written, never read by RLS). ""Owner (this project)"" row + Change/Assign-owner button on Company detail AccountPanel + Contact detail Project-Status card, gated by canReassign, scoped to the active project (which now follows the global selector — ALT-294). data/assignment.ts reassignCompany/reassignContact upsert owner_user_id on (record,project) + fire owner notify; fetchUserLabel resolves the owner name. RLS: the staged apply-assignment-rls.cjs adds the owner_user_id OR-term to company/contact *_project_status UPDATE (so the assignee can edit + only managers re-point owner). Build green. STAGED RLS not applied. NOTE: full contact-edit unblocking still needs the 3-gate alignment (contact_master + interaction-on-contact) per extension verifier — tracked under ALT-152/ALT-285."
ALT-291,Bulk-action toolbar on lists (bulk reassign / bulk status / bulk add-to-project),Feature,UX,Wave 2,P2,In Progress,2026-06-22,2026-06-21,,Ankit,"Tier-2 UX gap. BULK REASSIGN SHIPPED on ALL FOUR lists (Leads/Meetings/Companies/Contacts): a ""Reassign (N)"" button appears in the list toolbar when rows are selected + canReassign, opening ReassignModal (bulk wording) ? data/assignment.ts reassignLeadsBulk / reassignMeetingsBulk / reassignCompaniesBulk / reassignContactsBulk (RLS-checked per row, partial-success toast, one summary notify to the new owner). Companies/Contacts bulk needs an active project (button hidden when scope=All). REMAINING (this ticket stays In Progress): bulk STATUS-change + bulk ADD-TO-PROJECT. Distinct from ALT-159 (export?edit?import). Build green; STAGED RLS gates the manager-only enforcement."
ALT-292,Kanban pipeline board — drag leads across stages,Feature,UX,Wave 3,P3,In Progress,2026-06-22,2026-06-21,,Ankit,"Tier-3. SHIPPED (read-only) via parallel subagent: src/pages/LeadsKanbanPage.tsx + components/kanban/{KanbanBoard,KanbanColumn,KanbanCard}. One column per stage (+ Unstaged bucket), counts, cards show company/city/agent and open the lead; project-scoped (ALT-273, mirrors LeadsPage noProjectHidden); sales-shell aware. Route /leads/board + a ""Board"" toggle on the Leads toolbar. Native HTML5 drag seam is built but DISABLED: drag?stage-change needs lead_report.report_id + numeric stage_id (not on RealLead) — left as // TODO(ALT-292) to extend the fetch + map stage names, then call updateLeadStage. REMAINING: enable drag-write (with the ALT-036 stage workflow). Build green."
ALT-293,Merge duplicate companies / contacts (in-app),Feature,Data Quality,Wave 3,P3,On Hold,2026-06-22,2026-06-21,,Ankit,"PARKING LOT (Ankit 2026-06-22): dedupe/merge DEFERRED — revisit later. Code is parked (no live button). // Tier-3. CODE BUILT via parallel subagent (data/merge.ts: mergeCompanies/mergeContacts re-point children + soft-delete loser; components/merge/MergeDuplicatesModal.tsx: side-by-side compare, pick survivor, type-MERGE confirm). Company merge re-points contact_master/company_project_status/lead_master.company_id + interaction(company); contact merge re-points lead_master.contact_id/contact_project_status + interaction(contact). DELIBERATELY NOT WIRED to a live entry point yet — it is NON-ATOMIC (client-side sequence, can half-merge), does not de-dupe per-project UNIQUE(record,project) rows (stops on 23505), and is admin-only by convention not DB-enforced. BEFORE going live: move to a single SECURITY DEFINER transactional RPC + validate with throwaway logins; then wire an admin-gated ""Merge"" action on Companies/Contacts lists (2 selected). Build green."
ALT-294,BUG: record detail per-project view ignored the global project selector (defaulted to first project),Bug,UX,Wave 2,P1,Done,2026-06-22,2026-06-21,2026-06-22,Ankit,"ANKIT 2026-06-22: after picking a project (e.g. DEMO) in the top-bar selector, opening a Company/Contact record still showed the FIRST project (AP North) per-project panel — ProjectSelect defaulted to rows[0] and never read the global selection. FIXED: ProjectSelect now defaults to the global selectedProjectId (ALT-273), falling back to first only when scope = All projects; CompanyDetailPage + ContactDetailPage seed their local projectId from the global selector and live-sync on change. Meetings are inherently single-project (no selector); My Tasks intentionally spans all projects (left as-is per owner)."
ALT-295,Project access mode (admin): make project data public — Edit / View-only / Limited-view,Feature,Access/Ownership,Wave 2,P1,Planned,2026-06-22,2026-06-21,,Ankit,"ANKIT 2026-06-22: kill ownership ambiguity by giving Admin a per-PROJECT access mode in Project Settings (overrides per-record ownership) — ""control & flexibility else we keep colliding on ambiguity."" Modes: (1) Owner-scoped (current default — owner + upline edit, others limited); (2) Public · Edit (everyone in the project can edit everything); (3) Public · View-only (everyone sees ALL fields, no edit); (4) Public · Limited view (everyone sees NON-sensitive fields only — contact_status/designation/linkedin etc.; contact details email/phone + sensitive info MASKED). Maps onto the existing project_visibility_setting dials (ALT-134 view_scope/edit_scope) + the masking view can_see_contact_details (ALT-133) — needs a new ""limited"" masking tier. Build = Project Settings UI writing the dial + RLS/masking respect. STAGED RLS + throwaway-login validation before prod. Supersedes/extends ALT-134/ALT-174; record an ADR in DECISIONS.md."
ALT-296,Show owner/salesperson on lists (Companies+Contacts Owner column; Leads Salesperson column+filter),Bug,Companies,Persona Audit 2026-06,P1,Done,2026-06-22,2026-06-21,2026-06-22,Ankit,"DONE 2026-06-22 (background subagent, build green). Persona audit (Admin/TL). CompaniesPage renders Owner hardcoded ""Unassigned"" (TODO ownership) though company_project_status.owner_user_id now exists + is written by reassign (ALT-290); Contacts has NO owner column; Leads exposes only ""Agent"" (created_by) not the salesperson (lead_report.user_id) it reassigns. FIX: resolve + show the real owner on Companies & Contacts, add a Salesperson column+filter to Leads (mirror MeetingsPage). HubSpot/SFDC: Owner column+filter is table-stakes."
ALT-297,ClientsTab status toggle is a dead control,Bug,Admin,Persona Audit 2026-06,P2,Done,2026-06-22,2026-06-21,2026-06-22,Ankit,"DONE 2026-06-22 (background subagent, build green). Persona audit. ClientsTab renders <StatusToggle> with no onToggle — clicking does nothing (UsersTab/ProjectsTab toggles are live). Wire onToggle or remove."
ALT-298,Add-User role picker hardcodes the 6 roles,Bug,Admin,Persona Audit 2026-06,P2,Done,2026-06-22,2026-06-21,2026-06-22,Ankit,"DONE 2026-06-22 (background subagent, build green). Persona audit. UsersTab hardcodes roles for the Add-User picker while the rest uses lookups.roles — a new role_master row never appears. Drive from lookups.roles."
ALT-299,Project staffing is one-user-at-a-time,Task,Admin,Persona Audit 2026-06,P2,Planned,2026-06-22,2026-06-21,,Ankit,"Persona audit. ProjectsTab assign modal closes after each single add ? staffing a 10-person pod = 10 reopens. Multi-select user picker + single role, keep modal open, show running member list."
ALT-300,Activity timeline: date/actor filters + pagination/export + Team-Lead access,Feature,Admin,Persona Audit 2026-06,P2,Planned,2026-06-22,2026-06-21,,Ankit,"Persona audit. ActivityTimelineTab hard limit:200, no date/actor filter, no load-more/export, and is Admin-only so a TL (who QCs calls) cannot reach it. Add filters + pagination/export + a team-scoped TL view."
ALT-301,"Manager / team dashboard rollup (per-rep counts, workload)",Feature,Admin,Persona Audit 2026-06,P1,Planned,2026-06-22,2026-06-21,,Ankit,"Persona audit (sharpens ALT-112). DashboardPage is role-blind — no per-agent/per-salesperson counts, no workload/leaderboard, no pending-approvals or stuck-record tiles. Build a ""My Team"" panel for ADMIN+TEAM_LEAD. HubSpot rep leaderboard / Zoho Team dashboard."
ALT-302,Reassign / Add-to-project buttons vanish without a project — show disabled+tooltip,Task,Companies,Persona Audit 2026-06,P3,Planned,2026-06-22,2026-06-21,,Ankit,"Persona audit. On Companies/Contacts the bulk buttons hide unless a project is selected, with no hint. Keep visible-but-disabled with tooltip ""Select a project to reassign."""
ALT-303,Unify call logging: ONE disposition vocabulary + ONE logger (+ one-click outcomes),Bug,Leads,Persona Audit 2026-06,P1,Planned,2026-06-22,2026-06-21,,Ankit,"Persona audit (Agent). TWO live loggers with DIVERGENT vocab: LogCallModal (call_log enum CONNECTED/CALLBACK_REQUESTED…) vs DispositionForm (dropdown_option call_disposition connected/call_back/switched_off…) — both shown on ContactDetailPage, writing different tables/histories. Pick ONE canonical disposition list (recommend admin-editable dropdown driving call_log) + ONE logging path; retire the other; make Outcome one-click buttons (Salesloft-style) to cut per-call friction."
